sample_accession	secondary_sample_accession	study_accession	sample_title	description	first_public	last_updated	center_name	country	host_body_site	host_status	disease	host	host_scientific_name	project_name	collection_date
SAMEA1906579	ERS235578	PRJEB37358;PRJEB1786	604	Human gut metagenome	2013-05-15	2021-03-19	CHALMERS								
SAMEA1906580	ERS235516	PRJEB37358;PRJEB1786	380	Human gut metagenome	2013-05-15	2021-03-19	CHALMERS								
SAMEA1906583	ERS235540	PRJEB1786	468	Human gut metagenome	2013-05-15	2021-03-19	CHALMERS								
SAMEA1965033	ERS199027	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA1965149	ERS328913	PRJEB37358;PRJEB4336	Stool sample from danish	Stool sample from danish	2013-09-10	2013-07-19	BGI	Denmark						MetaHIT-Richness	2008/2010
SAMEA1969178	ERS328862	PRJEB37358;PRJEB4336	Stool sample from danish	Stool sample from danish	2013-09-10	2013-07-19	BGI	Denmark						MetaHIT-Richness	2008/2010
SAMEA1970465	ERS328721	PRJEB37358;PRJEB4336	Stool sample from danish	Stool sample from danish	2013-09-10	2013-07-19	BGI	Denmark						MetaHIT-Richness	2008/2010
SAMEA2041936	ERS199258	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2041938	ERS199260	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042114	ERS199292	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042191	ERS199038	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042195	ERS199042	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042202	ERS199049	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042217	ERS199296	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042218	ERS199297	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042223	ERS199302	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042226	ERS199305	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042299	ERS199065	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042302	ERS199068	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042362	ERS199010	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042382	ERS199075	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042387	ERS199080	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042098	ERS199035	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042395	ERS199308	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042100	ERS199037	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042105	ERS199283	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042107	ERS199285	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042194	ERS199041	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042205	ERS199052	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042215	ERS199294	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042220	ERS199299	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042289	ERS199056	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042298	ERS199064	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042376	ERS199023	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042379	ERS199072	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042384	ERS199077	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042385	ERS199078	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042096	ERS199033	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042099	ERS199036	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042102	ERS199279	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042104	ERS199282	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042112	ERS199290	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042115	ERS199293	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042192	ERS199039	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042193	ERS199040	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042197	ERS199044	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042199	ERS199046	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042221	ERS199300	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042222	ERS199301	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042224	ERS199303	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042285	ERS199005	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042292	ERS199058	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042296	ERS199062	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042392	ERS199084	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042397	ERS199310	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042398	ERS199312	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042407	ERS199321	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042442	ERS199327	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042445	ERS199330	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042449	ERS199334	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042453	ERS199338	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042497	ERS199111	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042402	ERS199316	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042516	ERS199350	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042403	ERS199317	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042555	ERS199120	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042562	ERS199127	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042441	ERS199325	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042571	ERS199356	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042491	ERS199105	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042506	ERS199341	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042579	ERS199364	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042508	ERS199343	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042511	ERS199346	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042513	ERS199348	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042564	ERS199129	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042570	ERS199355	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042575	ERS199360	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042576	ERS199361	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042577	ERS199362	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042580	ERS199365	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042581	ERS199366	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042584	ERS199369	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042396	ERS199309	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042405	ERS199319	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042425	ERS199087	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042434	ERS199096	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042439	ERS199323	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042444	ERS199329	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042448	ERS199333	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042451	ERS199336	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042495	ERS199109	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042512	ERS199347	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042517	ERS199351	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042556	ERS199121	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042561	ERS199126	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042573	ERS199358	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042574	ERS199359	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042583	ERS199368	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042627	ERS199380	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042632	ERS199385	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042659	ERS199387	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042660	ERS199388	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042662	ERS199390	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042663	ERS199393	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042729	ERS199166	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042734	ERS199171	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042737	ERS199173	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042741	ERS199177	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042829	ERS199183	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042842	ERS199197	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042919	ERS199207	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042994	ERS199228	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2043040	ERS199230	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2043044	ERS199234	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042612	ERS199143	PRJEB25962;PRJEB1220	Stool sample from danish	Stool sample from danish	2014-05-14	2012-12-17	BGI	Denmark						MetaHIT-MGS	2008/2010
SAMEA2042619	ERS199372	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
SAMEA2042620	ERS199373	PRJEB25962;PRJEB1220	Stool sample from spanish	Stool sample from spanish	2014-05-14	2012-12-17	BGI	Spain						MetaHIT-MGS	2008/2010
